ABL_NPS_LAB_RECORD_NO,YEAR,WATERBODY,STATION_NAME,STATION_ID,RETRIEVAL_DATE,SAMPLE_TYPE,LAB,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SUBGENUS,SPECIES,TAXON_ID_EXPERT,TAXON_ID_NOTES,TSN_LOOKUP,TSN_SOURCE,TSN,LARVA,PUPA,ADULT,TOTAL,TVAL,TFUNCT,EcoFTN,EcoFTN_RHEOPHILLY,EcoFTN_THERMAL,EcoFTN_HABIT,EcoFTN_TROPHIC,TAXONOMIC_REFERENCE,CONDITION,NOTES
110,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus) bicinctus group,bicinctus group,Cricotopus,ITIS,128575,2,0,0,2,6,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
99,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Kribiodorum,NA,perpulchrum,Kribiodorum perpulchrum,NA,Kribiodorum,GBIF Backbone Taxonomy,1446840,1,0,0,1,NA,NA,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,species formerly placed to Stelechomyia
100,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Microtendipes,NA,NA,Microtendipes rydalensis group,rydalensis group,Microtendipes,ITIS,129535,2,0,0,2,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
111,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,NA,NA,Nanocladius,NA,Nanocladius,ITIS,128844,4,0,0,4,3,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
101,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Paratanytarsus,NA,NA,Paratanytarsus species A,species A,Paratanytarsus,ITIS,129935,2,0,0,2,6,NA,1211,1,2,1,1,Hilsenhoff unpublished,NA,NA
104,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Uresipedilum),flavum,Polypedilum (Uresipedilum) flavum,NA,Polypedilum flavum,GBIF Backbone Taxonomy,10279028,63,0,0,63,5,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
102,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Polypedilum),NA,Polypedilum (Polypedilum) illinoense group,illinoense group,Polypedilum,ITIS,129657,2,0,0,2,6,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
103,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Tripodura),NA,Polypedilum (Tripodura) scalaenum group,scalaenum group,Polypedilum,ITIS,129657,2,0,0,2,7,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
105,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Uresipedilum),NA,Polypedilum (Uresipedilum),NA,Polypedilum,ITIS,129657,8,0,0,8,6,shredder,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
106,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,NA,NA,Polypedilum,NA,Polypedilum,ITIS,129657,2,0,0,2,6,shredder,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
112,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Rheocricotopus,NA,robacki,Rheocricotopus robacki,NA,Rheocricotopus robacki,ITIS,129102,12,0,0,12,6,collector-gatherer,2111,2,1,1,1,Epler 2001,NA,NA
113,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Rheocricotopus,NA,NA,Rheocricotopus,NA,Rheocricotopus,ITIS,129086,7,0,0,7,6,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",dam.; imm.,NA
107,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Rheotanytarsus,NA,NA,Rheotanytarsus,NA,Rheotanytarsus,ITIS,129952,160,1,0,161,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
108,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,NA,NA,Tanytarsus,NA,Tanytarsus,ITIS,129978,3,0,0,3,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
114,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,NA,NA,Thienemanniella,NA,Thienemanniella,ITIS,129182,2,0,0,2,6,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
115,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Tvetenia,NA,NA,Tvetenia bavarica group,bavarica group,Tvetenia,ITIS,129197,3,0,0,3,4,collector-gatherer,2111,2,1,1,1,Bode 1983,NA,NA
116,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Tvetenia,NA,NA,Tvetenia discoloripes group,discoloripes group,Tvetenia,ITIS,129197,1,0,0,1,5,collector-gatherer,2111,2,1,1,1,Bode 1983,NA,NA
120,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,Chironomidae,NA,Chironomidae,ITIS,127917,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2008",mt. indet.; dam.,NA
119,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,NA,NA,NA,Thienemannimyia group,Thienemannimyia group,Tanypodinae,ITIS,127994,1,0,0,1,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",imm.,NA
117,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,NA,NA,Orthocladiinae,NA,Orthocladiinae,ITIS,128457,1,0,0,1,6,collector-gatherer,2111,2,1,1,1,"Merritt, Cummins, and Berg 2008",imm.,Cricotopus/Orthocladius
118,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,NA,NA,Orthocladiinae,NA,Orthocladiinae,ITIS,128457,5,0,0,5,6,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",mt. indet.; imm.,NA
109,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,NA,NA,NA,Chironominae,NA,Chironominae,ITIS,129228,11,0,0,11,6,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
121,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Empididae,Hemerodromiinae,Hemerodromia,NA,NA,Hemerodromia,NA,Hemerodromia,ITIS,136327,2,0,0,2,6,predator,2234,2,2,3,4,"Merritt, Cummins, and Berg 2008",NA,NA
122,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Simuliidae,Simuliinae,Simulium,NA,NA,Simulium jenningsi species group,jenningsi species group,Simulium,ITIS,126774,16,0,0,16,6,collector-filterer,3242,3,2,4,2,"Adler, Currie, and Wood 2004",imm.,NA
124,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Simuliidae,Simuliinae,Simulium,NA,NA,Simulium,NA,Simulium,ITIS,126774,2,0,0,2,6,collector-filterer,3242,3,2,4,2,"Adler, Currie, and Wood 2004",imm.,NA
123,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Simuliidae,Simuliinae,Simulium,NA,NA,Simulium tuberosum species complex,tuberosum species complex,Simulium tuberosum,ITIS,126883,3,0,0,3,4,collector-filterer,3242,3,2,4,2,"Adler, Currie, and Wood 2004",NA,NA
125,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,NA,NA,NA,NA,NA,Diptera,NA,Diptera,ITIS,118831,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2008",dam.,NA
126,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Ephemerellidae,NA,Ephemerella,NA,NA,Ephemerella,NA,Ephemerella,ITIS,101233,1,0,0,1,1,collector-gatherer,2241,2,2,4,1,Klubertanz 2016,imm.,NA
127,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Heptagenia,NA,flavescens,Heptagenia flavescens,NA,Heptagenia flavescens,ITIS,100610,1,0,0,1,4,scraper,2143,2,1,4,3,Klubertanz 2016,NA,NA
128,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Maccaffertium,NA,NA,Maccaffertium,NA,Maccaffertium,ITIS,697957,12,0,0,12,4,scraper,2243,2,2,4,3,Klubertanz 2016,imm.,NA
129,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,NA,NA,NA,Heptageniidae,NA,Heptageniidae,ITIS,100504,8,0,0,8,4,scraper,NA,NA,NA,NA,NA,Klubertanz 2016,dam.; imm.,NA
130,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Isonychiidae,NA,Isonychia,NA,NA,Isonychia,NA,Isonychia,ITIS,101041,4,0,0,4,2,collector-filterer,3252,3,2,5,2,Klubertanz 2016,dam.; imm.,NA
131,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,Leptophlebiidae,NA,Leptophlebiidae,ITIS,101095,3,0,0,3,2,collector-gatherer,NA,NA,NA,NA,NA,Klubertanz 2016,imm.,NA
132,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuria,NA,NA,Acroneuria,NA,Acroneuria,ITIS,102917,1,0,0,1,0,predator,3244,3,2,4,4,"Merritt, Cummins, and Berg 2008",NA,NA
133,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Plecoptera,Perlidae,NA,NA,NA,NA,Perlidae,NA,Perlidae,ITIS,102914,1,0,0,1,1,predator,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2008",imm.,Agnetina/Paragnetina
134,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Plecoptera,Perlodidae,Isoperlinae,Isoperla,NA,NA,Isoperla,NA,Isoperla,ITIS,102995,1,0,0,1,2,predator,2244,2,2,4,4,"Merritt, Cummins, and Berg 2008",imm.,NA
135,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Plecoptera,Taeniopterygidae,Taeniopteryginae,Taeniopteryx,NA,NA,Taeniopteryx,NA,Taeniopteryx,ITIS,102789,1,0,0,1,2,shredder,2235,2,2,3,5,"Merritt, Cummins, and Berg 2008",imm.,NA
136,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Brachycentridae,NA,Brachycentrus,NA,numerosus,Brachycentrus numerosus,NA,Brachycentrus numerosus,ITIS,116910,2,0,0,2,1,collector-filterer,3242,3,2,4,2,Hilsenhoff 1985,NA,NA
137,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Ceratopsyche,NA,morosa,Ceratopsyche morosa,NA,Ceratopsyche morosa,ITIS,115580,7,0,0,7,4,collector-filterer,3242,3,2,4,2,Schmude and Hilsenhoff 1986,imm.,NA
138,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Ceratopsyche,NA,sparna,Ceratopsyche sparna,NA,Ceratopsyche sparna,ITIS,115589,1,0,0,1,1,collector-filterer,3242,3,2,4,2,Schmude and Hilsenhoff 1986,NA,NA
139,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Ceratopsyche,NA,NA,Ceratopsyche,NA,Ceratopsyche,ITIS,115570,1,0,0,1,4,collector-filterer,3242,3,2,4,2,Wiggins 1996,dam.,NA
140,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Cheumatopsyche,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,ITIS,115408,191,0,0,191,5,collector-filterer,3242,3,2,4,2,Wiggins 1996,NA,NA
141,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,phalerata,Hydropsyche phalerata,NA,Hydropsyche phalerata,ITIS,115477,25,0,0,25,1,collector-filterer,3242,3,2,4,2,Schmude and Hilsenhoff 1986,NA,NA
142,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,scalaris,Hydropsyche scalaris,NA,Hydropsyche scalaris,ITIS,115480,8,0,0,8,2,collector-filterer,3242,3,2,4,2,Schmude and Hilsenhoff 1986,NA,NA
143,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,simulans,Hydropsyche simulans,NA,Hydropsyche simulans,ITIS,115481,2,0,0,2,7,collector-filterer,3242,3,2,4,2,Schmude and Hilsenhoff 1986,NA,NA
144,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,NA,Hydropsyche,NA,Hydropsyche,ITIS,115453,13,0,0,13,4,collector-filterer,3242,3,2,4,2,Wiggins 1996,dam.; imm.,NA
145,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Macronematinae,Macrostemum,NA,zebratum,Macrostemum zebratum,NA,Macrostemum zebratum,ITIS,115606,1,0,0,1,3,collector-filterer,3342,3,3,4,2,Hilsenhoff 1995,NA,NA
146,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Potamyia,NA,flava,Potamyia flava,NA,Potamyia flava,ITIS,115552,4,0,0,4,5,collector-filterer,3242,3,2,4,2,Wiggins 1996,NA,NA
147,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,NA,NA,NA,NA,Hydropsychidae,NA,Hydropsychidae,ITIS,115398,5,0,0,5,4,collector-filterer,NA,NA,NA,NA,NA,Wiggins 1996,imm.,NA
148,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Philopotamidae,Chimarrinae,Chimarra,NA,obscura,Chimarra obscura,NA,Chimarra obscura,ITIS,115276,5,0,0,5,4,collector-filterer,3242,3,2,4,2,Hilsenhoff 1982,NA,NA
149,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Philopotamidae,Chimarrinae,Chimarra,NA,socia,Chimarra socia,NA,Chimarra socia,ITIS,115279,2,0,0,2,0,collector-filterer,3242,3,2,4,2,Hilsenhoff 1982,NA,NA
150,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Philopotamidae,Chimarrinae,Chimarra,NA,NA,Chimarra,NA,Chimarra,ITIS,115273,4,0,0,4,3,collector-filterer,3242,3,2,4,2,Wiggins 1996,imm.,NA
151,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Neureclipsis,NA,NA,Neureclipsis,NA,Neureclipsis,ITIS,117095,4,0,0,4,7,collector-filterer,3242,3,2,4,2,Wiggins 1996,NA,NA
152,2016,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,9/4/2019,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,NA,NA,NA,NA,Polycentropodidae,NA,Polycentropodidae,ITIS,117043,1,0,0,1,6,collector-filterer,NA,NA,NA,NA,NA,Wiggins 1996,dam.,NA
267,2017,St. Croix River,St. Croix River Just Upstream from Norway Point Boat Landing,SACN_STCR_104.0,9/13/2017,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,behningi,Nais behningi,NA,Nais behningi,ITIS,68949,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Klemm 1985,NA,NA
268,2017,St. Croix River,St. Croix River Just Upstream from Norway Point Boat Landing,SACN_STCR_104.0,9/13/2017,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,NA,NA,NA,NA,tubificoid Naididae w/o capilliform chaetae,tubificoid Naididae w/o capilliform chaetae,Naididae,ITIS,68854,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,"Erséus, Wetzel, and Gustavsson 2008",NA,NA
